Gemeinde,Postleitzahl,Lon,Lat,Bundesland,SchÅler
Graz,8010,47.0833,15.5417,Steiermark,47470
Linz,4020,48.3064,14.2861,Oberîsterreich,44695
"Wien 22.,Donaustadt",1220,48.219,16.495,Wien,29245
Innsbruck,6020,47.2714,11.3865,Tirol,28206
Salzburg,5020,47.7994,13.044,Salzburg,28000
"Wien 21.,Floridsdorf",1210,48.3,16.35,Niederîsterreich,26357
"Wien 10.,Favoriten",1100,48.1521,16.3878,Wien,23207
Klagenfurt am Wîrther See,9020,46.6506,14.3539,KÑrnten,20950
"Wien 3.,Landstra·e",1030,48.1981,16.3948,Wien,15161
"Wien 23.,Liesing",1230,48.1433,16.2934,Wien,14764
Wels,4600,48.2039,14.0373,Oberîsterreich,14320
St. Pîlten,3100,48.1833,15.5667,Niederîsterreich,13905
"Wien 12.,Meidling",1120,48.1705,16.3223,Wien,13089
"Wien 15.,Rudolfsheim-FÅnfhaus",1150,48.196,16.3183,Wien,12881
"Wien 2.,Leopoldstadt",1020,48.2167,16.4,Wien,12350
Villach,9500,46.6173,13.8349,KÑrnten,12134
Wiener Neustadt,2700,47.8,16.25,Niederîsterreich,11388
"Wien 11.,Simmering",1110,48.164,16.4463,Wien,10800
"Wien 14.,Penzing",1140,48.2077,16.1754,Niederîsterreich,10397
Bregenz,6900,47.5,9.7667,Vorarlberg,9524
"Wien 6.,Mariahilf",1060,48.1952,16.3503,Wien,9510
"Wien 19.,Dîbling",1190,48.2591,16.3339,Wien,9404
"Wien 20.,Brigittenau",1200,48.2402,16.3773,Wien,9127
Dornbirn,6850,47.4141,9.8515,Vorarlberg,8802
"Wien 13.,Hietzing",1130,48.1773,16.2456,Wien,8743
Steyr,4400,48.0427,14.4213,Oberîsterreich,8729
"Wien 16.,Ottakring",1160,48.2167,16.3,Wien,8680
"Wien 18.,WÑhring",1180,48.2356,16.3193,Wien,7816
"Wien 5.,Margareten",1050,48.1865,16.3549,Wien,7602
Mîdling,2340,48.1,16.2833,Niederîsterreich,7397
Feldkirch,6800,47.2331,9.6,Vorarlberg,6926
Baden,2500,47.9757,16.3219,Niederîsterreich,6487
Vîcklabruck,4840,48.0017,13.6588,Oberîsterreich,6465
Eisenstadt,7000,47.8457,16.5233,Burgenland,6215
Krems an der Donau,3500,48.4016,15.581,Niederîsterreich,6133
"Wien 17.,Hernals",1170,48.2338,16.2901,Wien,5788
"Wien 7.,Neubau",1070,48.2,16.35,Wien,5731
Amstetten,3300,48.1216,14.8796,Niederîsterreich,5710
Ried im Innkreis,4910,48.1907,13.4866,Oberîsterreich,5706
Hallein,5083,47.7485,13.0273,Salzburg,5180
Hollabrunn,2014,48.5333,16.05,Niederîsterreich,4920
"Wien 4.,Wieden",1040,48.192,16.3671,Wien,4864
"Wien 8.,Josefstadt",1080,48.2167,16.35,Wien,4630
"Wien 1.,Innere Stadt",1010,48.2077,16.3705,Wien,4627
Stockerau,2000,48.4,16.1333,Niederîsterreich,4546
"Wien 9.,Alsergrund",1090,48.2333,16.35,Wien,4283
Mistelbach,2130,48.5833,16.65,Niederîsterreich,4127
Gmunden,4810,47.918,13.7731,Oberîsterreich,4010
Wolfsberg,9400,46.8525,14.8292,KÑrnten,3967
Kufstein,6330,47.5878,12.1556,Tirol,3946
Neunkirchen,2620,47.6667,16.0833,Niederîsterreich,3870
Spittal an der Drau,9701,46.7667,13.6,KÑrnten,3823
Leibnitz,8430,46.8,15.4833,Steiermark,3818
Leoben,8700,47.372,15.0883,Steiermark,3809
Bludenz,6700,47.1548,9.8225,Vorarlberg,3724
Tulln an der Donau,3425,48.3303,16.1979,Niederîsterreich,3656
Weiz,8160,47.2395,15.5649,Steiermark,3593
Freistadt,4240,48.4513,14.4877,Oberîsterreich,3583
Schwaz,6130,47.3517,11.7101,Tirol,3491
Lienz,9900,46.8394,12.7628,Tirol,3489
Traun,4050,48.2309,14.2678,Oberîsterreich,3482
Pinkafeld,7423,47.3667,16.0667,Burgenland,3465
Hartberg,8230,47.25,15.95,Steiermark,3460
Hall in Tirol,6060,47.2833,11.5167,Tirol,3445
Braunau am Inn,5280,48.2452,13.0279,Oberîsterreich,3408
Neusiedl am See,7100,47.949,16.8417,Burgenland,3348
Kapfenberg,8600,47.429,15.3125,Steiermark,3313
Saalfelden am Steinernen Meer,5760,47.4108,12.8562,Salzburg,3286
St. Veit an der Glan,9063,46.6566,14.345,KÑrnten,3209
Imst,6460,47.245,10.7397,Tirol,3178
Leonding,4020,48.3064,14.2861,Oberîsterreich,3153
Klosterneuburg,3400,48.3528,15.9306,Niederîsterreich,3043
Feldbach,8330,46.9894,15.8369,Steiermark,3015
Rohrbach-Berg,4150,48.5383,13.8437,Oberîsterreich,2944
Lustenau,6890,47.4264,9.6585,Vorarlberg,2929
Oberwart,7400,47.3214,16.2248,Burgenland,2895
Wîrgl,6300,47.4891,12.0617,Tirol,2875
Zwettl-Niederîsterreich,3532,48.5984,15.338,Niederîsterreich,2761
Absam,6067,47.3,11.5,Tirol,2691
Rankweil,6830,47.2667,9.7,Vorarlberg,2676
St. Johann im Pongau,5600,47.35,13.2,Salzburg,2645
Knittelfeld,8720,47.2667,14.7833,Steiermark,2631
AltmÅnster,4801,47.8764,13.7572,Oberîsterreich,2627
St. Johann in Tirol,6380,47.5233,12.4232,Tirol,2617
Wals-Siezenheim,5071,47.7994,13.044,Salzburg,2583
GÑnserndorf,2230,48.3392,16.7202,Niederîsterreich,2574
Schwechat,1300,48.15,16.5167,Niederîsterreich,2572
SchÑrding,4780,48.4568,13.4306,Oberîsterreich,2485
Telfs,6100,47.3114,11.1492,Tirol,2453
Langenlois,3550,48.5,15.6,Niederîsterreich,2407
Bruck an der Leitha,2460,48.0167,16.7833,Burgenland,2393
Vîlkermarkt,9064,46.6566,14.345,KÑrnten,2375
Korneuburg,2100,48.3667,16.3833,Niederîsterreich,2301
Waidhofen an der Ybbs,3263,47.9954,14.8739,Niederîsterreich,2263
Feldkirchen in KÑrnten,9062,46.6566,14.345,KÑrnten,2245
Bad Ischl,4820,47.712,13.6031,Oberîsterreich,2244
Perg,4320,48.2448,14.6753,Oberîsterreich,2214
Eibiswald,8455,46.7127,15.4115,Steiermark,2184
Hohenems,6845,47.3667,9.6831,Vorarlberg,2151
Deutschlandsberg,8510,46.8833,15.2333,Steiermark,2133
Bruck an der Mur,8600,47.429,15.3125,Steiermark,2088
Mattersburg,7210,47.7333,16.4,Burgenland,2069
FÅrstenfeld,8280,47.0775,16.0698,Steiermark,2053
Zell am See,5700,47.3256,12.7944,Salzburg,2024
Laa an der Thaya,2064,48.7167,16.3,Niederîsterreich,1937
Perchtoldsdorf,2380,48.1194,16.2661,Niederîsterreich,1903
Mattighofen,5230,48.1073,13.1508,Oberîsterreich,1902
Theresienfeld,2604,47.85,16.2333,Niederîsterreich,1900
Kirchdorf an der Krems,4560,47.9056,14.1223,Oberîsterreich,1873
Voitsberg,8152,47.0167,15.2667,Steiermark,1867
Reutte,6600,47.4833,10.7167,Tirol,1857
Murau,8813,47.0667,14.3,Steiermark,1837
Landeck,6500,47.1403,10.5141,Tirol,1825
Pressbaum,2533,48.0597,16.0311,Niederîsterreich,1812
Judenburg,8742,47.0667,14.6833,Steiermark,1797
Bad Gleichenberg,8343,46.8795,15.8358,Steiermark,1777
Gro·-Enzersdorf,2301,48.1667,16.65,Niederîsterreich,1765
Attnang-Puchheim,4800,47.9988,13.743,Oberîsterreich,1745
Ebreichsdorf,2442,47.95,16.4167,Niederîsterreich,1717
Gleisdorf,8200,47.1167,15.6167,Steiermark,1704
Horn,3580,48.6597,15.6447,Niederîsterreich,1688
Enns,4470,48.163,14.4623,Oberîsterreich,1677
KremsmÅnster,4532,48.0529,14.1292,Oberîsterreich,1666
Tamsweg,5580,47.1,13.8333,Salzburg,1629
Purkersdorf,1140,48.2077,16.1754,Niederîsterreich,1618
Bischofshofen,5500,47.4333,13.25,Salzburg,1613
Bad Vîslau,2540,47.9557,16.1681,Niederîsterreich,1600
Eggenburg,3730,48.6,15.8167,Niederîsterreich,1587
Maria Enzersdorf,2340,48.1,16.2833,Niederîsterreich,1574
Lambach,4650,48.1,13.9,Oberîsterreich,1565
Gratwein-Stra·engel,8103,47.1769,15.3513,Steiermark,1565
Kuchl,5424,47.6902,13.1523,Salzburg,1563
Pîchlarn,3253,48.1833,15.1833,Niederîsterreich,1559
Ansfelden,4052,48.1957,14.2414,Oberîsterreich,1558
Seekirchen am Wallersee,5162,47.9553,13.0172,Salzburg,1548
Arnfels,8454,46.7127,15.4115,Steiermark,1530
Mureck,8480,46.7081,15.7747,Steiermark,1512
OberschÅtzen,2852,47.4207,16.2199,Burgenland,1476
Wolkersdorf im Weinviertel,2120,48.3667,16.5167,Niederîsterreich,1466
Kalsdorf bei Graz,8073,46.9888,15.4758,Steiermark,1460
Gîtzis,6840,47.3331,9.6331,Vorarlberg,1458
Kîflach,8572,47.0792,15.1225,Steiermark,1425
Bad Radkersburg,8490,46.741,15.9613,Steiermark,1421
Ternitz,2620,47.6667,16.0833,Niederîsterreich,1412
Neumarkt am Wallersee,5202,47.9382,13.2039,Oberîsterreich,1392
Waidhofen an der Thaya,3830,48.8333,15.2167,Niederîsterreich,1365
Grieskirchen,4707,48.2267,13.9049,Oberîsterreich,1354
Lilienfeld,3180,47.9813,15.5676,Niederîsterreich,1341
Waldegg,2724,47.8004,16.0294,Niederîsterreich,1339
Sankt Barbara im MÅrztal,8661,47.5272,15.4809,Steiermark,1334
Zistersdorf,2225,48.5667,16.7,Niederîsterreich,1325
Marchtrenk,4614,48.1951,14.0918,Oberîsterreich,1296
Stams,6182,47.276,10.9832,Tirol,1295
Berndorf,2560,47.9457,16.1097,Niederîsterreich,1286
Liezen,8900,47.5333,14.3167,Steiermark,1284
Melk,3390,48.215,15.3099,Niederîsterreich,1271
GmÅnd,3871,48.8167,15,Niederîsterreich,1267
Tullnerbach,3004,48.2654,16.0852,Niederîsterreich,1262
Oberpullendorf,7304,47.4933,16.5213,Burgenland,1232
Bad Leonfelden,4190,48.4964,14.3175,Oberîsterreich,1221
Althofen,9322,46.8556,14.4596,KÑrnten,1185
Traiskirchen,2512,47.9853,16.2919,Niederîsterreich,1180
Wieselburg,3250,48.1084,15.1404,Niederîsterreich,1173
Jenbach,6200,47.3825,11.7395,Tirol,1159
Prambachkirchen,4070,48.2812,14.0031,Oberîsterreich,1153
Ferlach,9162,46.5333,14.25,KÑrnten,1152
Eferding,4070,48.2812,14.0031,Oberîsterreich,1149
Gallneukirchen,4209,48.3454,14.3761,Oberîsterreich,1113
MÅrzzuschlag,8680,47.6,15.6833,Steiermark,1109
Hard,6971,47.4831,9.6831,Vorarlberg,1108
Strasshof an der Nordbahn,2231,48.3167,16.6667,Niederîsterreich,1094
Andorf,4770,48.3778,13.6014,Oberîsterreich,1086
Ybbs an der Donau,3370,48.1438,15.0606,Niederîsterreich,1066
Guntramsdorf,2351,48.0683,16.3561,Niederîsterreich,1066
Lauterach,6923,47.4831,9.7331,Vorarlberg,1047
Obertrum am See,5162,47.9553,13.0172,Salzburg,1045
Deutsch-Wagram,2232,48.2997,16.5667,Niederîsterreich,1043
KitzbÅhel,6370,47.4464,12.3921,Tirol,1016
Neulengbach,3040,48.2179,15.887,Niederîsterreich,1005
Oberndorf bei Salzburg,5110,47.9594,12.9414,Salzburg,1005
Lanzenkirchen,2821,47.7333,16.25,Niederîsterreich,988
Schrems,3872,48.8333,15.05,Niederîsterreich,985
Strass im Zillertal,6200,47.3825,11.7395,Tirol,941
GÅssing,7540,47.0677,16.2921,Burgenland,921
Bad Hofgastein,5630,47.2131,13.1051,Salzburg,917
Zams,6511,47.1584,10.5897,Tirol,916
Zeltweg,8740,47.1354,14.7125,Steiermark,897
Schlierbach,4553,47.964,14.0812,Oberîsterreich,891
Admont,8911,47.5833,14.5167,Steiermark,889
Schwanenstadt,4690,48.0667,13.7667,Oberîsterreich,888
Velden am Wîrther See,9220,46.6132,14.0285,KÑrnten,877
St. Florian,4490,48.2057,14.3784,Oberîsterreich,877
Kirchberg am Wechsel,2640,47.6606,15.9408,Niederîsterreich,874
Stra·walchen,5204,47.9382,13.2039,Oberîsterreich,869
Frauenkirchen,7132,47.7439,16.8302,Burgenland,863
St. Valentin,3350,48.1,14.5667,Niederîsterreich,859
Zell am Ziller,6280,47.2333,11.9167,Tirol,856
Scheibbs,3270,48.0224,15.1532,Niederîsterreich,853
Mondsee,5310,47.8167,13.3667,Oberîsterreich,846
Fehring,8313,47.0333,15.9333,Steiermark,846
Bruck an der Gro·glocknerstra·e,5662,47.2833,12.8833,Salzburg,846
Haag,3350,48.1,14.5667,Niederîsterreich,838
St. AndrÑ,9112,46.6833,14.75,KÑrnten,836
Egg,6863,47.4315,9.8976,Vorarlberg,829
Stainach-PÅrgg,8950,47.5403,14.1182,Steiermark,827
Baumgartenberg,4341,48.2239,14.7224,Oberîsterreich,817
Wieselburg-Land,3250,48.1084,15.1404,Niederîsterreich,815
Wilhering,4061,48.2572,14.191,Oberîsterreich,814
Wolfurt,6922,47.4667,9.75,Vorarlberg,810
Biedermannsdorf,2351,48.0683,16.3561,Niederîsterreich,808
Hîchst,6973,47.4793,9.6628,Vorarlberg,803
St. Gilgen,4854,47.9402,13.5741,Oberîsterreich,798
St. Paul im Lavanttal,9112,46.6833,14.75,KÑrnten,790
Radstadt,5550,47.4,13.4333,Salzburg,790
Hermagor-Pressegger See,9615,46.5974,13.5657,KÑrnten,790
Schladming,8970,47.3929,13.687,Steiermark,785
Seitenstetten,3353,48.0167,14.7,Niederîsterreich,784
Mittersill,5730,47.2833,12.4833,Salzburg,780
Fulpmes,6166,47.1426,11.3429,Tirol,780
Irdning-Donnersbachtal,8952,47.5053,14.1016,Steiermark,774
Sierning,4522,48.0434,14.3093,Oberîsterreich,769
Pettenbach,4643,47.9853,13.9865,Oberîsterreich,758
Birkfeld,8172,47.3123,15.5752,Steiermark,756
Rottenmann,8784,47.5,14.4667,Steiermark,755
Seiersberg-Pirka,8054,47.031,15.3727,Steiermark,751
Ebensee,4802,47.893,13.7458,Oberîsterreich,751
Pregarten,4224,48.2979,14.462,Oberîsterreich,750
Stainz,8503,46.9,15.3667,Steiermark,739
Stegersbach,7551,47.1667,16.1667,Burgenland,731
Wattens,6112,47.2833,11.6,Tirol,722
Brunn am Gebirge,2345,48.107,16.2847,Niederîsterreich,722
Trofaiach,8793,47.4,14.95,Steiermark,720
Altach,6844,47.35,9.65,Vorarlberg,713
Finkenstein am Faaker See,9581,46.55,13.9833,KÑrnten,711
Neuhofen an der Krems,4053,48.2048,14.2511,Oberîsterreich,709
FÅgen,6263,47.3333,11.85,Tirol,708
Hainburg a.d. Donau,2410,48.1463,16.945,Niederîsterreich,701
St. Peter in der Au,3350,48.1,14.5667,Niederîsterreich,695
Axams,6094,47.2311,11.2789,Tirol,692
Laakirchen,4656,47.9819,13.8217,Oberîsterreich,687
Katzelsdorf,2700,47.8,16.25,Niederîsterreich,685
Himberg,2325,48.12,16.3932,Niederîsterreich,678
Neufelden,4120,48.5007,13.9802,Oberîsterreich,661
Retz,2070,48.7833,15.9667,Niederîsterreich,655
Kindberg,8643,47.4711,15.3581,Steiermark,653
Altenmarkt im Pongau,5541,47.3833,13.4167,Salzburg,643
Yspertal,3683,48.2586,15.0592,Niederîsterreich,642
Pyhra,3071,48.1573,15.7717,Niederîsterreich,642
Kramsach,6233,47.4479,11.8721,Tirol,640
Dobl-Zwaring,8141,46.946,15.3974,Steiermark,633
Gerasdorf bei Wien,2201,48.3567,16.436,Niederîsterreich,628
Frohnleiten,8121,47.2667,15.3,Steiermark,627
Volders,6111,47.2833,11.5667,Tirol,625
Waizenkirchen,4712,48.2439,13.7954,Oberîsterreich,618
Bezau,6870,47.3848,9.9014,Vorarlberg,615
St. AndrÑ-Wîrdern,3413,48.3,16.2167,Niederîsterreich,608
Herzogenburg,3130,48.3242,15.7178,Niederîsterreich,608
Vorchdorf,4653,48.0042,13.9738,Oberîsterreich,601
Lochau,6900,47.5,9.7667,Vorarlberg,600
Seeboden,9871,46.8381,13.5025,KÑrnten,595
Grîdig,5082,47.7994,13.044,Salzburg,589
Bad Goisern am HallstÑdtersee,4822,47.6562,13.6052,Oberîsterreich,589
Bad Aussee,8990,47.6,13.8167,Steiermark,586
St. Georgen im Attergau,4880,47.9642,13.5309,Oberîsterreich,584
Seckau,8720,47.2667,14.7833,Steiermark,583
Rum,6063,47.3,11.4667,Tirol,579
HausmannstÑtten,8071,47,15.5167,Steiermark,579
Nenzing,6710,47.1844,9.7054,Vorarlberg,577
Eggersdorf bei Graz,8010,47.0833,15.5417,Steiermark,577
Gunskirchen,4623,48.1388,13.9566,Oberîsterreich,573
Kematen in Tirol,6175,47.25,11.2667,Tirol,566
Geras,2093,48.7973,15.6727,Niederîsterreich,562
Jennersdorf,8282,46.982,16.1459,Burgenland,557
Hagenberg im MÅhlkreis,4230,48.3467,14.5589,Oberîsterreich,557
Schwarzach im Pongau,5620,47.3205,13.1517,Salzburg,554
PremstÑtten,8054,47.031,15.3727,Steiermark,551
Krieglach,8662,47.5609,15.5674,Steiermark,550
Eberndorf,9125,46.6171,14.5953,KÑrnten,550
Deutschfeistritz,8103,47.1769,15.3513,Steiermark,550
Felixdorf,2603,47.8816,16.2421,Niederîsterreich,549
Feldkirchen bei Graz,8073,46.9888,15.4758,Steiermark,549
Feldkirchen an der Donau,4101,48.3901,14.089,Oberîsterreich,549
Hitzendorf,8052,47.031,15.3727,Steiermark,548
Zirl,6170,47.3,11.1333,Tirol,547
Bîheimkirchen,3071,48.1573,15.7717,Niederîsterreich,543
Schruns,6780,47.0611,9.9378,Vorarlberg,541
Grafendorf bei Hartberg,8225,47.2186,15.8435,Steiermark,540
Kirchbichl,6322,47.5174,12.0963,Tirol,538
Eugendorf,5301,47.8557,13.1614,Salzburg,538
Weyer,3335,47.8167,14.6333,Oberîsterreich,536
Thalgau,5303,47.8557,13.1614,Salzburg,532
Abtenau,5441,47.588,13.3273,Salzburg,532
Sonntagberg,3331,47.9956,14.7606,Niederîsterreich,529
Aigen-SchlÑgl,4160,48.6251,13.9759,Oberîsterreich,529
Pottendorf,2485,47.9167,16.4333,Burgenland,521
Regau,4800,47.9988,13.743,Oberîsterreich,518
Vîcklamarkt,4870,47.9655,13.4622,Oberîsterreich,515
ThÅringen,6712,47.2,9.7667,Vorarlberg,515
Hîrbranz,6912,47.55,9.75,Vorarlberg,514
Altheim,4950,48.2515,13.2341,Oberîsterreich,513
Poysdorf,2135,48.7208,16.4914,Niederîsterreich,511
Pasching,4061,48.2572,14.191,Oberîsterreich,509
Mank,3233,48.0828,15.4361,Niederîsterreich,505
Sieghartskirchen,3004,48.2654,16.0852,Niederîsterreich,504
Mauerkirchen,5270,48.1906,13.1211,Oberîsterreich,501
Bergheim,5101,47.85,13.05,Salzburg,497
Blindenmarkt,3372,48.0833,15,Niederîsterreich,496
Neustift im Stubaital,6167,47.1426,11.3429,Tirol,494
Oberwaltersdorf,2500,47.9757,16.3219,Niederîsterreich,492
Treffen am Ossiacher See,9520,46.6649,13.9212,KÑrnten,491
Sankt Ruprecht an der Raab,8160,47.2395,15.5649,Steiermark,491
Fohnsdorf,8720,47.2667,14.7833,Steiermark,490
Eggelsberg,5142,48.0667,12.9667,Oberîsterreich,488
Arnoldstein,9586,46.5697,13.7581,KÑrnten,487
Matzen-Raggendorf,2215,48.3941,16.6582,Niederîsterreich,484
Elixhausen,5161,47.8667,13.0667,Salzburg,483
Stra· in Steiermark,8423,46.7333,15.6167,Steiermark,481
Hallstatt,4823,47.5907,13.6534,Oberîsterreich,481
Bramberg am Wildkogel,5732,47.2833,12.3667,Salzburg,481
Vîls,6176,47.25,11.3,Tirol,480
Purgstall an der Erlauf,3251,48.0524,15.1045,Niederîsterreich,477
Gnas,8083,46.9167,15.6667,Steiermark,476
Schwertberg,4311,48.273,14.5363,Oberîsterreich,474
NÅziders,6714,47.1667,9.8,Vorarlberg,473
Inzing,6401,47.2833,11.1833,Tirol,471
Kîssen,6345,47.6699,12.4055,Tirol,469
Bad Hall,4540,48.0529,14.1292,Oberîsterreich,469
Dorfbeuern,5152,47.9928,13.0089,Salzburg,468
Passail,8102,47.2,15.4167,Steiermark,466
Gfîhl,3521,48.45,15.4667,Niederîsterreich,466
Golling an der Salzach,5440,47.5883,13.2202,Salzburg,465
Leobersdorf,2542,47.928,16.2165,Niederîsterreich,464
Vomp,6134,47.3333,11.6667,Tirol,460
Scharnstein,4644,47.8969,13.9505,Oberîsterreich,459
Windischgarsten,4580,47.7222,14.3275,Oberîsterreich,458
Henndorf am Wallersee,5302,47.8667,13.1667,Salzburg,458
Pîllau,8224,47.1833,15.85,Steiermark,457
Schwadorf,2432,48.0667,16.5833,Niederîsterreich,456
LÑngenfeld,6444,47.074,10.9695,Tirol,456
Hopfgarten im Brixental,6314,47.4499,12.1073,Tirol,455
Oberalm,5400,47.6908,13.0946,Salzburg,453
Kirchberg an der Raab,8082,46.9335,15.646,Steiermark,453
Timelkam,4841,48.0321,13.6385,Oberîsterreich,450
Teesdorf,2524,47.95,16.2833,Niederîsterreich,446
Mannersdorf am Leithagebirge,2434,48.0326,16.5933,Niederîsterreich,446
Lamprechtshausen,5110,47.9594,12.9414,Salzburg,445
Ottensheim,4100,48.3325,14.1743,Oberîsterreich,442
Altenberg bei Linz,4040,48.3064,14.2861,Oberîsterreich,441
St. Georgen an der Gusen,4222,48.2718,14.4495,Oberîsterreich,440
Vorau,8234,47.3072,15.9826,Steiermark,439
Frastanz,6820,47.2058,9.6427,Vorarlberg,439
Paternion,9701,46.7667,13.6,KÑrnten,438
Alkoven,4072,48.2899,14.0814,Oberîsterreich,438
Lengau,5211,48.0022,13.2757,Oberîsterreich,437
Ober-Grafendorf,3200,48.0981,15.509,Niederîsterreich,435
Kittsee,2421,48.0925,17.0639,Burgenland,434
Langenzersdorf,1210,48.3,16.35,Niederîsterreich,434
Ohlsdorf,4694,48.0446,13.7748,Oberîsterreich,433
Ried in der Riedmark,4311,48.273,14.5363,Oberîsterreich,432
Wies,8541,46.7667,15.1667,Steiermark,431
Loosdorf,3382,48.2,15.4,Niederîsterreich,431
Hîrsching,4063,48.2572,14.191,Oberîsterreich,431
Fischamend,2401,48.1086,16.8053,Niederîsterreich,431
Eisenerz,8790,47.5333,14.8833,Steiermark,431
Ebenau,5323,47.717,13.1515,Salzburg,431
Steinach am Brenner,6150,47.0833,11.4167,Tirol,430
Grîbming,8962,47.4427,13.9012,Steiermark,430
Gratkorn,8046,47.1352,15.4601,Steiermark,430
Garsten,4400,48.0427,14.4213,Oberîsterreich,430
Elsbethen,5061,47.7994,13.044,Salzburg,429
St. Jakob im Rosental,9182,46.5322,14.0858,KÑrnten,426
Ebbs,6330,47.5878,12.1556,Tirol,424
Gaspoltshofen,4673,48.1513,13.7673,Oberîsterreich,423
Gramastetten,4040,48.3064,14.2861,Oberîsterreich,423
Gols,7122,47.8969,16.9111,Burgenland,420
Traismauer,3133,48.35,15.7333,Niederîsterreich,418
Hollenstein an der Ybbs,3343,47.7667,14.7667,Niederîsterreich,416
Neudîrfl,7201,47.7966,16.2977,Burgenland,414
Mattsee,5163,48,13.1167,Oberîsterreich,412
MÑder,6841,47.35,9.6167,Vorarlberg,411
Pischelsdorf am Kulm,8182,47.2243,15.7516,Steiermark,410
Gro·arl,5611,47.2667,13.2,Salzburg,410
Wilhelmsburg,3150,48.0664,15.6332,Niederîsterreich,409
Harmannsdorf,2105,48.3833,16.3167,Niederîsterreich,409
Haiming,6425,47.25,10.9,Tirol,408
Burgkirchen,4963,48.2725,13.1015,Oberîsterreich,408
Stadl-Paura,4651,48.0489,13.9247,Oberîsterreich,406
Pichl bei Wels,4631,48.2132,13.9497,Oberîsterreich,405
Sattledt,4642,48.0762,14.097,Oberîsterreich,405
Matrei in Osttirol,9971,46.9167,12.6,Tirol,405
Hellmonsîdt,4202,48.3959,14.3026,Oberîsterreich,404
Steinakirchen am Forst,3261,48.0498,15.0248,Niederîsterreich,403
HinterbrÅhl,2371,48.0901,16.2116,Niederîsterreich,403
Frankenburg am Hausruck,4871,48.0497,13.4929,Oberîsterreich,403
Waldzell,4924,48.1195,13.443,Oberîsterreich,402
Peuerbach,4722,48.373,13.7414,Oberîsterreich,401
Heiligenkreuz am Waasen,8072,46.9333,15.5167,Steiermark,401
Mayrhofen,6290,47.1975,11.859,Tirol,399
Haidershofen,4431,48.0628,14.5096,Niederîsterreich,399
GrÅnburg,4592,47.9333,14.2333,Oberîsterreich,396
Steyregg,4040,48.3064,14.2861,Oberîsterreich,395
Frankenmarkt,4890,47.9725,13.3729,Oberîsterreich,393
Bad Zell,4274,48.4601,14.7097,Oberîsterreich,393
Atzenbrugg,3452,48.2859,15.883,Niederîsterreich,391
Gumpoldskirchen,2352,48.0454,16.2771,Niederîsterreich,390
Fieberbrunn,6391,47.4833,12.55,Tirol,389
BÅrmoos,5111,47.9834,12.9179,Salzburg,389
Semmering,2680,47.6151,15.7755,Niederîsterreich,385
Kottingbrunn,2542,47.928,16.2165,Niederîsterreich,385
Eichgraben,3032,48.173,15.9527,Niederîsterreich,385
Neumarkt in der Steiermark,8812,47.0833,14.3,Steiermark,382
Kundl,6250,47.4758,11.9972,Tirol,380
Wildon,8410,46.9333,15.5167,Steiermark,378
Pfons ^,6143,47.1333,11.45,Tirol,378
Gloggnitz,2640,47.6606,15.9408,Niederîsterreich,375
Leopoldsdorf im Marchfeld,2285,48.2226,16.6886,Niederîsterreich,374
Friesach,9360,46.9722,14.3178,KÑrnten,373
Satteins,6822,47.2167,9.6667,Vorarlberg,372
Niederndorf,6342,47.65,12.2167,Tirol,372
Wartberg an der Krems,4552,47.999,14.1032,Oberîsterreich,371
Sîll,6306,47.5038,12.1922,Tirol,371
Spielberg,8720,47.2667,14.7833,Steiermark,370
Bad Schallerbach,4701,48.2267,13.9049,Oberîsterreich,369
Strobl,5342,47.7556,13.3833,Salzburg,368
Gro·klein,8441,46.7833,15.4,Steiermark,368
Ostermiething,5120,48.0872,12.8396,Oberîsterreich,367
Hof bei Salzburg,5322,47.8193,13.2149,Salzburg,366
Gramatneusiedl,2440,48,16.5167,Niederîsterreich,364
Wildschînau,6311,47.4167,11.9833,Tirol,363
Seewalchen am Attersee,4851,47.9875,13.5803,Oberîsterreich,362
La·nitzhîhe,8075,47.0431,15.5153,Steiermark,362
Wiener Neudorf,2351,48.0683,16.3561,Niederîsterreich,361
Gaweinstal,2191,48.5,16.6167,Niederîsterreich,361
Radenthein,9545,46.7601,13.7976,KÑrnten,360
St. Martin im MÅhlkreis,4113,48.4249,14.0468,Oberîsterreich,359
Ardagger,3300,48.1216,14.8796,Niederîsterreich,359
Buchkirchen,4611,48.2192,14.0562,Oberîsterreich,359
Adnet,5323,47.717,13.1515,Salzburg,357
Siegendorf,7011,47.781,16.5423,Burgenland,356
Niederwaldkirchen,4113,48.4249,14.0468,Oberîsterreich,356
Hainfeld,2572,48.0625,15.9273,Niederîsterreich,355
Uttendorf,5723,47.2833,12.5833,Salzburg,353
Nu·dorf-Debant,9990,46.861,12.8229,Tirol,353
Ried im Oberinntal,6531,47.05,10.65,Tirol,352
Naarn im Machlande,4311,48.273,14.5363,Oberîsterreich,352
Langkampfen,6336,47.5333,12.0833,Tirol,352
Neukirchen an der Enknach,5145,48.1102,13.0161,Oberîsterreich,351
Gro· Gerungs,3920,48.5667,14.95,Niederîsterreich,351
Seefeld in Tirol,6100,47.3114,11.1492,Tirol,350
BÑrnbach,8570,47,15.1167,Steiermark,350
St. Florian am Inn,4780,48.4568,13.4306,Oberîsterreich,349
Orth an der Donau,2304,48.1452,16.7009,Niederîsterreich,348
Koblach,6842,47.3331,9.6,Vorarlberg,347
